name,registration_number,address,registration_date,renewed_on,valid_upto,district,country,remarks,source_name
Dinajpur Pally Unnayan Prochesta,2831,"Vill: Rajbati, PO: Rajbati, Upazila: Dinajpur Sadar, Dist: Dinajpur Phone: 01719-418940",2013-11-06,2018-11-06,2028-11-06,Dinajpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dip Unnayan Society,1720,"P.O: Kishoreganj, Mozammel Road, Lalmohan, Bhola Phone: 01711-007821, Fax: 04925-75956",2002-06-10,2017-06-10,2027-06-10,Bhola,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dipshika Polli Unnayan Karmoshuchi (DPUK),2482,"Vill: Birtara, P.O: Birkadamtoli, Upazila: Modhupur, Dist: Tangail Phone: 01727-424215",2009-09-17,2014-09-17,2019-09-17,Tangail,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
DipShikha Anirban,1232,"79, Sher-E-Bangla Sarak, Jheanaidah-7300 Phone: 0451-63723",1998-01-18,2013-01-18,2018-01-18,Jhenaidah,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
"Dipshikha Non Formal Education, Training and Research Society for Village Development",0190,"282/5 1st Colony, Mazar Road, Lalkuti, Mirpur-1, Dhaka Phone : 9000782, Fax: 8031247 www.dipshikha.org",1985-11-20,2020-11-20,2030-11-20,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dipta A Foundation for Gender & Development (DIPTA),2786,"2/C/2, egun Bagicha, Dhaka. Phone: 01711-816622",2013-05-19,2018-05-19,2028-05-19,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dipti Foundation,1361,"House-15, Block-B, Main Road, Ward-02, Khagon, Biluria Road, Savar, Dhaka-1240 Phone: 01713-042814",1999-04-06,2019-04-06,2029-04-06,Dhaka,Bangladesh,"Cancelled on 06/05/2010, Revived on 12/10/2015",Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Direct Action for Allev. of Poverty and Protection of the Environmnt,1340,"House-11, Road-07, Block-H, Banani, Dhaka-1213",1999-01-14,2014-01-14,2019-01-14,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Disability Inquisition Activities (DIA),3205,"Bishoykhali Bazar, Khorikhali, Sadar, Jhenaidah Mob: 01768946290",2019-07-01,,2029-07-01,Jhenaidah,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Disable Development & Educational Foundation,2608,"Vill+PO: Raihanpur, PS: Pathorgata, Dist: Barguna. Phone: 01712-136558",2010-11-04,2020-11-04,2030-11-04,Barguna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Disabled Child Foundation,2436,"551, Peyarabag, Moghbazar, Dhaka-1217 Phone: 02-9335941, 01732-675775",2009-12-05,2019-05-12,2029-05-12,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Disabled Development and Research Center-DDRC,3415,"34/A,Highlevel Road,Lakhanbazar,Chattogram Phone: 01850110536 email: ddrc.bd@gmail.com",2024-08-01,,2034-07-31,Chattogram,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Disabled Development Organization,2880,"Park Para, Jhenaidah Phone: 01728-125599",2014-08-19,2019-08-19,2029-08-19,Jhenaidah,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Disabled Rehabilitation and Research Association (DRRA),1209,"House-2/5, Road-01, Shamoly, Dhaka-1207 Phone: 9140162, Fax: 9124057 Mobile: 01197-015854 www.drrabd.org",1997-11-05,2017-11-05,2027-11-05,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Disabled Welfare Society,2794,"House-95/Ka (1st Fl.), Road-8, Janata Housing, Section-2, Mirpur-1, Dhaka Phone: 9013405",2013-06-16,2018-06-16,2028-06-16,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Disabled Women Development Organization (DWDO),2319,"Ovhijan-178, Safiuddin Academy Road, Middle Aoushpara, Tangi, Gazipur. Phone: 9810603, 01915-620299",2008-03-17,2018-03-17,2028-03-17,Gazipur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Disadvantaged Adolescent Working NGOs (DAWN) Forum,1354,"House-599, Road-10, (Baitul Aman Housing Society), Adabar, Dhaka.",1999-03-07,2004-03-07,2009-03-07,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Disaster and Development Organization (DADO),3431,"Mowlana Tower, Boroful, Halishohor, Chittagong Phone: 01727507776",2025-02-16,,2035-02-15,Chattogram,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Disha Secchasebi Artha Samajik Unnayan O Manabik Kallyan Sangstha,1589,"Desha Tower, Upazila More, Kustia-Jhenaidah Highway, Kushtia Phone: 071-73402, Fax: 071-7154 www.desha.org.bd",2000-11-29,2020-11-29,2030-11-28,Kustia,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dishari Foundation,2459,"17/2-C, Tallabag, Shukrabad, Dhaka. Phone: 01718-235727",2009-06-17,2019-06-17,2029-06-17,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
DNET,1918,"6/8 Humayun Road, Block-B, Mohammadpur, Dhaka-1207 Phone: 8156772, 8126976 Fax: 8142021 www.dnet.org.bd",2004-04-07,2019-04-07,2029-04-07,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Do Better for the Children (DBC),2113,"33/Kha, Rabeya Commercial Complex (4th Floor), Main Road, Mirpur-10, Dhaka-1216.",2006-07-18,2021-07-18,2031-07-17,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Do Something Foundation,3583,"Jahangir Alam House (1st Floor), Near Sheyalkol Bazar, PO: Sirajganj Sadar, Dist: Sirajganj. Phone: 01995949531 email: contact@dsf-org.com",2026-02-19,,2036-02-18,Sirajganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Docap (Development Organization of CostalArea's People),3400,"College Road, Sadar, Barguna Phone: 01715548070 email: docapbd@gmail.com",2024-03-07,,2034-03-06,Barguna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Doctor Baker's Organisation for Well Being,3211,"Kailakuri, Hagurakuri, Madhupur, Tangail, Mob: 01727046886",2019-07-22,,2029-07-22,Tangail,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dodomari Gram Unnayan Sangstha,1429,"Vill: Dodomari, P.O:Panchagarh, Dist: Panchagarh Phone: 01721-887987",1999-09-21,2014-09-21,2019-09-21,Panchagar,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Doorbar Network,2439,"Plot-1,3,5, Road-5/A, Satmosjit Road, Dhanmondi, Dhaka. Phone: 8119917, 01714-038066",2009-05-24,,2014-05-24,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
DOPS Foundation,2604,"Vill: Monduar, PO & UZ: Sadullapur, Gaibandha Phone: 0521-53107",2010-10-12,2020-10-12,2030-10-12,Gaibandha,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dost Aid Bangladesh Society,3314,"862/1, Kazir Akh,Jamalpur Sadar, Jamalpur Phone: 01857900852 email: dostaidbangladesh@gmail.com",2022-09-04,,2032-09-03,Jamalpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dr. B.P. Social Welfare Foundation,2725,"Putibila Mohabodhi Biher, PO: M. Char Hat, PS: Lohagora, Dist: Chattogram. Phone: 01711-567563",2012-08-28,,2017-08-28,Chattogram,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dr. Jamal Uddin Foundation,2886,"Vill+PO: Dariapur, PS: Majibnagar,Dist: Meherpur.",2014-08-21,,2019-08-21,Meherpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dr. K. Zaman BNSB Eye Hospital,2141,"193, Shewra, Dhopakhola Road, Mymensing-2200 Phone: 091-66982, Fax: 091-63522 www.bnsbmym.org",2006-10-08,2016-10-08,2026-10-08,Mymensingh,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dr. Wasim-Waleda Bahumukhi Kallyan Foundation,3478,"Holding No.-13/2, Hypertension Centre lane, Dhap jail Road, Rangpur Phone: 01832314477 email: htn_rp@yahoo.com",2025-06-17,,2035-06-16,Rangpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dream Alive Foundation,3376,"7-A/16, Block-F, Aziz Mohalla, Madrasha Road, Mohammadpur, Dhaka Phone: 01964273171 email: drreamalivebd@gmail.com",2023-08-27,,2033-08-26,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dream Lighter,3492,"Munshiganj, Shyamnagar, Satkhira Phone: 01922565646, 01637456979",2025-08-19,,2035-08-18,Satkhira,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dristi,1555,"Laksam Road, Comilla-3500 Phone: 081-67583",2000-08-21,2015-08-21,2020-08-21,Comilla,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dristidan Eye Hospital,2458,"Ranbijoypur, C & B Road, Bagerhat Phone: 0468-63761",2009-06-11,2019-06-11,2029-06-11,Bagerhat,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dristri Protibandhi Unnayan Parishad,2850,"City Corporation Market, Murgipatry, Rayerbazar, Dhaka Phone: 01724-523623",2014-03-11,2019-03-11,2029-03-11,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Durjoy Nari Shangha,2040,"122, PiciCulture Housing Society, Road-1, Block-Ka, Mohammadpur, Dhaka Phone: 8143028., 01712-576373",2005-10-10,2015-10-10,2025-10-10,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dushtha Nari Kallayan Samity (DNKS),3360,"Damodar, Phultala, Khulna Phone: 01981871911",2023-06-07,,2033-06-06,Khulna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dushtha Shasthya Kendra (DSK),0577,"House-741, Road-09, Baitul Aman Housing Society, Mohammadpur, Dhaka. Phone : 9128520, 8122861 Fax: 8115764",1991-12-26,2021-12-26,2031-12-25,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dustha Kalyan-O-Punarbasan Sangstha,0559,"Vill: Adabari, P.O. Habla, Tangail Phone: 01726-895379",1991-11-12,2011-11-12,2016-11-12,Tangail,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dustha Mahila Punarbasan Kendra (Center for Rehabilitation of Destitute Women),1074,"Vill. Gopinathpur, Post. Laksmipasha, Thana- Lohagora, Norail.",1996-09-08,,2001-09-08,Narail,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dustha Manab Unnayan Society-DMUS,2454,"Baitur Rahman Nibas, Plot-10/9, Block-B, Road-02, Chandrima Model Town, Mohammadpur, Dhaka-1207 Phone: +8801712174699",2009-06-07,2024-06-07,2034-06-06,Dhaka,Bangladesh,Name Change on 25/1/26,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dustha Manabatar Seba Sangstha(DMSS),1030,"eJomyapiul:r dhamt uSsabdda@r yRaohaodo, .Kcohmanjonpur, Joypurhat Phone: 0571-62121",1996-04-20,2026-04-20,2036-04-20,Joypurhat,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dustha Manob Kallayan Sangstha,2985,"Raytan Barsho, Kaliganjhat, Tanor, Rajshahi Phone: 01960-812547",2015-11-10,2020-11-10,2030-11-10,Rajshahi,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dustha Mayader Nirapad Ashram & Punarbashon Kendra,2650,"Bawraid Master Bari, EPSA, Gazipur. Phone: 01713-014924",2011-06-26,2021-06-26,2031-06-25,Gazipur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dustha Nari-O-Shishu Kallyan Sangstha,1310,"502, Manikdi Bazar, Dhaka Cantonment, Dhaka Phone : 9880675",1998-11-15,2003-11-15,2008-11-15,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dustha O Bhumiheen Samaj Kallyan Sangstha,1599,"Vill: Chatiangacha, PO: Hero Banpara Bazar, UZ: Baraigram, Dist: Natore",2000-12-13,2010-12-12,2015-12-12,Natore,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dustho Kalyan Sangstha,0432,"Limon Manjil, Puran Bazar, Nalcithi Bandor, Jhalakathi Phone: 01823014428",1991-01-22,2021-01-22,2031-01-21,Jhalokathi,Bangladesh,"Cancelled on 09/05/2010, Revived on 26/06/2013",Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dustho Manobik Seba Songstha (DMSS),3204,"Sorishabari Bazar, Zewpara, Puhtia, Rajshahi, Mob: 01716352349",2019-06-03,,2029-06-03,Rajshahi,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dwip Shetu,0411,"Prof. MA Matin Road, PO: Sialkole, Dist: Sirajganj. Phone: 0751-62508",1990-11-26,2020-11-26,2030-11-25,Sirajganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Dwip Unnayan Shangstha,0181,"Syadia Bazar, Hatiya, Noakhali. Phone: 01712-580080, 9122145 www.dusbangladesh.org",1985-04-28,2020-05-15,2030-05-15,Noakhali,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
EADA (Environment and Agricultural Development Association,2240,"KBA Road, Nalta, Kaliganj, Satkhira-9441 Phone: 01712-202934, 04733-51197 www.eada.org.bd",2007-05-28,2017-05-28,2027-05-28,Sathkhira,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Eakok Attomanobik Unnayan Sangstha,1576,"13/A 7/A, Babor Road (Rimjhim), Block-B, Mohammadpur, Dhaka-1207 Phone: 9677009 www.eakok.org",2000-10-15,2020-10-15,2030-10-15,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Earn N Live Foundation,3538,"RashidDeohata,PO:Deohata,PS: Mirzapur, Dist: Tangail. Phone: 01842334074 email: info@earnnlive.co.uk",2025-12-03,,2035-12-02,Tangail,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Earth Development Foundation(EDF),1570,"House-24, Kabi Sukanta Road, Adarshapara, Jhenaidah. Phone: 0451-61047",2000-10-05,2025-10-05,2035-10-04,Jhenaidah,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Earth Identity Project,1969,"House-67/A, (2nd Floor), Road-04, Plot-C, Banani, Dhaka-1213 Phone: 880-2-8825643, 8812050 Fax: 880-2-8822275",2004-10-09,2019-10-09,2029-10-09,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Eastern Development Association (EDA),1385,"Bijoy Sharani Tower, 121/3, Tejkunipara, Tejgaon, Dhaka. Phone: 8127925",1999-05-18,2009-05-19,2019-05-19,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Echo Society,2836,"343 Elephant Road ((3rd Fl.), New Market, Dhaka Phone: 01712-419699",2013-11-21,2018-11-21,2028-11-21,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
ECO Concern Association,3303,"372/1, DIT Road, West Rampura, Dhaka Phone: 01712510200",2022-07-05,,2032-07-04,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
ECO-Development,2607,"Vill: Uzanipara, Main Road, PO+PS: Bandarban Sadar, Dist: Bandarban. Phone: 0361-63260 www.ecodevelopment.org",2010-11-01,2020-11-01,2030-11-01,Bandarban,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Economic Development and Energy of Nation (EDEN),1806,"House-432/433, Irish Bhaban, Road-03, Flat(A/6), 6th Floor, Baitul Aman Housing Society, Adabor, Dhaka-1207 Phone: 01712522087",2003-03-19,2018-03-19,2028-03-18,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Eco-Social Development Organisation,0694,"eVmill.a Cil:o elldeegnen Pewar2a0, 0P3o@stg &m Daiils.ct.o m Thakurgaon Phone: 0561-52149, 0174-063360 www.esdo-bangladesh.org",1993-03-15,2018-03-15,2028-03-15,Thakurgaon,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Ecota Samaj Kallyan Sangstha,1306,"Vill+P.O: Bhelabari, P.S: Adidmari, Lalmonirhat Phone: 01849-745664",1998-11-03,2018-11-03,2028-11-03,Lalmonirhat,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
ECS-Education & Cultural Society,3226,"2/10/R, Tolarbag, Mirpur, Dhaka Mob: 01912179082",2019-11-14,,2029-11-14,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Education and Development Research Council (EDRC),3448,"House-532, Road-7, Avenue-5, Mirpur, DOHS, Dhaka. Phone: 01711280696 email: edrc.bdesh@gmail.com",2025-04-28,,2035-04-27,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Education Development and Services (EDAS),3090,"Pulerhat, Jessore-Benapole Road, Jessore Sadar, Jessore-7400 Phone: 0152347178, www.edas.org",2017-09-19,,2027-09-19,Jessore,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Educational Charitable & Humanitorian Organization,2749,"Flat-D, Kha-214/E, Progati Tower, Progati Sarani, Merul Badda, Dhaka.",2012-12-09,2017-12-09,2027-12-09,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Efforts for Rural Advancement (ERA),2276,"49, Mollika Mollikpur R/A, Sunamganj. Phone: 0871-55157 www.era-haor.org",2007-10-11,2017-10-11,2027-10-11,Sunamganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Ekmatra Society,2825,"Plot-14, Road-01, Block-B, Section-06, Mirpur, Dhaka-1216 Phone: 01711-445779",2013-10-28,2018-10-28,2028-10-27,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Elavating Society through Skill Development,3004,"House-36, Road-9/a, Dhanmondi, Dhaka Phone: 9116108",2016-02-08,2021-02-08,2031-02-07,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Eminance Association for Social Development,2632,"713, Block-E, Lalmatia, Dhaka. Phone: 9146063",2011-03-24,2016-03-24,2026-03-24,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Empowerment through Law of the Common People,2037,"House-10, Road-12(Old-31), Dhanmondhi, Dhaka-1209, Dhaka. Phone: 01934241920 email: elcop71@gmail.com",2005-06-29,2020-10-29,2030-10-28,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Ensure Devt. Activities for Vulnerable Underprivileged Rural People (ENDEAVOUR),1168,"5/15, Humayun Road, Mohammadpur, Dhaka-1207 Phone: 9124342",1997-07-03,2017-07-03,2027-07-03,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Ensure Legal Support through Local Movement & Action (ELLMA),2589,"Nurjahan Place, Plot-71, Road-02, (Gha), Sugandha R/A, Panchlaish, Chattogram Phone: 031-650780 www.ellma.org",2010-07-22,2020-07-22,2030-07-22,Chattogram,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Environment and Agro Promotion Association (EAPA),3451,"Dewan hably, Sarail, Brahmanbaria Phone: 01733558962 eamail: edrc.bdesh@gmail.com",2025-05-04,,2035-05-03,Brahmanbaria,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Environment and Population Research Centre (EPRC),1674,"House-241, Road-15, New DOHS, Mohakhali, Dhaka. Phone: 8822772, Fax: 8822772 www.eprchbd.org",2001-09-25,2021-09-25,2031-09-24,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Environment Concern Foundation,3041,"House-43, Road-13, Block-D, Banani, Dhaka Phone: 01718330985",2016-10-05,,2021-10-05,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Environmental Pollution Eradication and Agricultural Devt. Organ.,1194,"336, T.V. Road, East Rampura, Dhaka. Phone: 9343149, Fax: 9330270",1997-10-06,2022-10-06,2032-10-05,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Environmental Research & Development Alternatives,3010,"14/12, Block-B, Babor Road, Mohammadpur, Dhaka-1207 Phone: 01711862783",2016-02-29,2021-02-28,2031-02-28,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Environmunt & Social Development Organization,0962,"House-8/1, Lvel-04, Block-C, Lalmatia, Dhaka. Phone :9122729, Fax: 9130017 www.esdo.org",1995-08-12,2020-08-12,2030-08-12,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Esho Banchte Shikhee,2034,"Keshobpur Bazar, Keshob, Jessore Phone: 01913-693420",2006-02-02,2016-02-02,2021-02-02,Jessore,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Esho Desh Gori,0699,"P.O: Jummahat, Thana: Ulipur, Kurigram Phone: 01716-342931, 0171-678194",1993-04-20,2013-04-20,2018-04-20,Kurigram,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
